Date,Store,DayOfWeek,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2014-08-07,1,4,4154,480,1,1,0,1
2014-08-08,1,5,4451,503,1,1,0,1
2014-08-09,1,6,4174,504,1,0,0,1
2014-08-10,1,7,0,0,0,0,0,1
2014-08-11,1,1,3886,505,1,0,0,1
2014-08-12,1,2,3185,421,1,0,0,1
2014-08-13,1,3,4069,496,1,0,0,1
2014-08-14,1,4,3906,481,1,0,0,1
2014-08-15,1,5,3746,479,1,0,0,1
2014-08-16,1,6,4425,544,1,0,0,1
2014-08-17,1,7,0,0,0,0,0,1
2014-08-18,1,1,5623,598,1,1,0,1
2014-08-19,1,2,5190,528,1,1,0,1
2014-08-20,1,3,4280,467,1,1,0,1
2014-08-21,1,4,4327,484,1,1,0,1
2014-08-22,1,5,3971,461,1,1,0,1
2014-08-23,1,6,3582,469,1,0,0,1
2014-08-24,1,7,0,0,0,0,0,1
2014-08-25,1,1,3414,449,1,0,0,1
2014-08-26,1,2,3396,460,1,0,0,1
2014-08-27,1,3,3148,421,1,0,0,1
2014-08-28,1,4,3920,467,1,0,0,1
2014-08-29,1,5,3869,439,1,0,0,1
2014-08-30,1,6,4094,518,1,0,0,1
2014-08-31,1,7,0,0,0,0,0,1
2014-09-01,1,1,5464,561,1,1,0,1
2014-09-02,1,2,5008,564,1,1,0,1
2014-09-03,1,3,4978,539,1,1,0,1
2014-09-04,1,4,4346,507,1,1,0,1
2014-09-05,1,5,4706,553,1,1,0,1
2014-09-06,1,6,3959,515,1,0,0,0
2014-09-07,1,7,0,0,0,0,0,0
2014-09-08,1,1,3676,530,1,0,0,0
2014-09-09,1,2,3377,439,1,0,0,0
2014-09-10,1,3,3275,448,1,0,0,0
2014-09-11,1,4,3392,437,1,0,0,0
2014-09-12,1,5,3906,501,1,0,0,0
2014-09-13,1,6,4270,508,1,0,0,0
2014-09-14,1,7,0,0,0,0,0,0
2014-09-15,1,1,4611,545,1,1,0,0
2014-09-16,1,2,4381,511,1,1,0,0
2014-09-17,1,3,4383,490,1,1,0,0
2014-09-18,1,4,3740,447,1,1,0,0
2014-09-19,1,5,4128,485,1,1,0,0
2014-09-20,1,6,3911,500,1,0,0,0
2014-09-21,1,7,0,0,0,0,0,0
2014-09-22,1,1,3982,466,1,0,0,0
2014-09-23,1,2,3407,437,1,0,0,0
2014-09-24,1,3,3405,465,1,0,0,0
2014-09-25,1,4,2462,378,1,0,0,0
2014-09-26,1,5,3518,442,1,0,0,0
2014-09-27,1,6,3914,464,1,0,0,0
2014-09-28,1,7,0,0,0,0,0,0
2014-09-29,1,1,5280,566,1,1,0,0
2014-09-30,1,2,4919,550,1,1,0,0
2014-10-01,1,3,4712,554,1,1,0,0
2014-10-02,1,4,5400,601,1,1,0,0
2014-10-03,1,5,0,0,0,1,a,0
2014-10-04,1,6,5355,621,1,0,0,0
2014-10-05,1,7,0,0,0,0,0,0
2014-10-06,1,1,5402,608,1,1,0,0
2014-10-07,1,2,5439,556,1,1,0,0
2014-10-08,1,3,4944,518,1,1,0,0
2014-10-09,1,4,4654,527,1,1,0,0
2014-10-10,1,5,4396,539,1,1,0,0
2014-10-11,1,6,4743,557,1,0,0,0
2014-10-12,1,7,0,0,0,0,0,0
2014-10-13,1,1,4033,492,1,0,0,0
2014-10-14,1,2,3681,476,1,0,0,0
2014-10-15,1,3,3775,451,1,0,0,0
2014-10-16,1,4,3430,436,1,0,0,0
2014-10-17,1,5,3720,500,1,0,0,0
2014-10-18,1,6,4169,497,1,0,0,0
2014-10-19,1,7,0,0,0,0,0,0
2014-10-20,1,1,4652,560,1,1,0,1
2014-10-21,1,2,4678,547,1,1,0,1
2014-10-22,1,3,4868,566,1,1,0,1
2014-10-23,1,4,4466,476,1,1,0,1
2014-10-24,1,5,4196,495,1,1,0,1
2014-10-25,1,6,4596,539,1,0,0,1
2014-10-26,1,7,0,0,0,0,0,1
2014-10-27,1,1,4260,475,1,0,0,1
2014-10-28,1,2,3364,439,1,0,0,1
2014-10-29,1,3,3761,449,1,0,0,1
2014-10-30,1,4,4042,492,1,0,0,1
2014-10-31,1,5,4161,512,1,0,0,1
2014-11-01,1,6,6532,731,1,0,0,0
2014-11-02,1,7,0,0,0,0,0,0
2014-11-03,1,1,5857,625,1,1,0,0
2014-11-04,1,2,5253,586,1,1,0,0
2014-11-05,1,3,4838,539,1,1,0,0
2014-11-06,1,4,4785,527,1,1,0,0
2014-11-07,1,5,5220,582,1,1,0,0
2014-11-08,1,6,4720,546,1,0,0,0
2014-11-09,1,7,0,0,0,0,0,0
2014-11-10,1,1,5474,578,1,1,0,0
2014-11-11,1,2,4479,555,1,1,0,0
2014-11-12,1,3,4677,533,1,1,0,0
2014-11-13,1,4,3869,471,1,1,0,0
2014-11-14,1,5,5334,603,1,1,0,0
2014-11-15,1,6,4967,614,1,0,0,0
2014-11-16,1,7,0,0,0,0,0,0
2014-11-17,1,1,3582,491,1,0,0,0
2014-11-18,1,2,3890,529,1,0,0,0
2014-11-19,1,3,3894,494,1,0,0,0
2014-11-20,1,4,4963,635,1,0,0,0
2014-11-21,1,5,4594,570,1,0,0,0
2014-11-22,1,6,5849,678,1,0,0,0
2014-11-23,1,7,0,0,0,0,0,0
2014-11-24,1,1,6527,694,1,1,0,0
2014-11-25,1,2,5815,610,1,1,0,0
2014-11-26,1,3,5328,611,1,1,0,0
2014-11-27,1,4,6144,668,1,1,0,0
2014-11-28,1,5,7195,711,1,1,0,0
2014-11-29,1,6,7066,749,1,0,0,0
2014-11-30,1,7,0,0,0,0,0,0
2014-12-01,1,1,7380,723,1,1,0,0
2014-12-02,1,2,6467,717,1,1,0,0
2014-12-03,1,3,6454,695,1,1,0,0
2014-12-04,1,4,7016,681,1,1,0,0
2014-12-05,1,5,6207,712,1,1,0,0
2014-12-06,1,6,6185,746,1,0,0,0
2014-12-07,1,7,0,0,0,0,0,0
2014-12-08,1,1,4884,610,1,0,0,0
2014-12-09,1,2,4345,559,1,0,0,0
2014-12-10,1,3,4915,619,1,0,0,0
2014-12-11,1,4,5060,587,1,0,0,0
2014-12-12,1,5,5269,617,1,0,0,0
2014-12-13,1,6,7263,850,1,0,0,0
2014-12-14,1,7,0,0,0,0,0,0
2014-12-15,1,1,8069,871,1,1,0,0
2014-12-16,1,2,7739,823,1,1,0,0
2014-12-17,1,3,7523,791,1,1,0,0
2014-12-18,1,4,7785,841,1,1,0,0
2014-12-19,1,5,7558,884,1,1,0,0
2014-12-20,1,6,8367,962,1,0,0,0
2014-12-21,1,7,0,0,0,0,0,0
2014-12-22,1,1,9331,1080,1,0,0,1
2014-12-23,1,2,7959,957,1,0,0,1
2014-12-24,1,3,3659,421,1,0,0,1
2014-12-25,1,4,0,0,0,0,c,1
2014-12-26,1,5,0,0,0,0,c,1
2014-12-27,1,6,6057,684,1,0,0,1
2014-12-28,1,7,0,0,0,0,0,1
2014-12-29,1,1,6463,700,1,0,0,1
2014-12-30,1,2,6466,703,1,0,0,1
2014-12-31,1,3,2605,327,1,0,0,1
2015-01-01,1,4,0,0,0,0,a,1
2015-01-02,1,5,5509,657,1,0,0,1
2015-01-03,1,6,5023,645,1,0,0,1
2015-01-04,1,7,0,0,0,0,0,1
2015-01-05,1,1,6239,712,1,1,0,1
2015-01-06,1,2,4574,595,1,1,0,1
2015-01-07,1,3,4796,603,1,1,0,1
2015-01-08,1,4,3716,457,1,1,0,1
2015-01-09,1,5,3998,494,1,1,0,1
2015-01-10,1,6,4599,566,1,0,0,0
2015-01-11,1,7,0,0,0,0,0,0
2015-01-12,1,1,5346,590,1,1,0,0
2015-01-13,1,2,4924,564,1,1,0,0
2015-01-14,1,3,4541,545,1,1,0,0
2015-01-15,1,4,4295,517,1,1,0,0
2015-01-16,1,5,4161,524,1,1,0,0
2015-01-17,1,6,5255,622,1,0,0,0
2015-01-18,1,7,0,0,0,0,0,0
2015-01-19,1,1,3721,480,1,0,0,0
2015-01-20,1,2,3680,462,1,0,0,0
2015-01-21,1,3,3299,460,1,0,0,0
2015-01-22,1,4,3492,493,1,0,0,0
2015-01-23,1,5,3586,489,1,0,0,0
2015-01-24,1,6,4840,600,1,0,0,0
2015-01-25,1,7,0,0,0,0,0,0
2015-01-26,1,1,4781,566,1,1,0,0
2015-01-27,1,2,4806,532,1,1,0,0
2015-01-28,1,3,4310,537,1,1,0,0
2015-01-29,1,4,5171,573,1,1,0,0
2015-01-30,1,5,5577,616,1,1,0,0
2015-01-31,1,6,5363,638,1,0,0,0
2015-02-01,1,7,0,0,0,0,0,0
2015-02-02,1,1,6038,669,1,1,0,0
2015-02-03,1,2,4901,596,1,1,0,0
2015-02-04,1,3,4672,544,1,1,0,0
2015-02-05,1,4,4394,551,1,1,0,0
2015-02-06,1,5,5022,604,1,1,0,0
2015-02-07,1,6,4663,599,1,0,0,0
2015-02-08,1,7,0,0,0,0,0,0
2015-02-09,1,1,3965,501,1,0,0,0
2015-02-10,1,2,3136,419,1,0,0,0
2015-02-11,1,3,3735,501,1,0,0,0
2015-02-12,1,4,3900,477,1,0,0,0
2015-02-13,1,5,4726,630,1,0,0,0
2015-02-14,1,6,5015,624,1,0,0,0
2015-02-15,1,7,0,0,0,0,0,0
2015-02-16,1,1,4303,478,1,1,0,0
2015-02-17,1,2,4833,512,1,1,0,0
2015-02-18,1,3,4180,509,1,1,0,0
2015-02-19,1,4,4460,507,1,1,0,0
2015-02-20,1,5,4651,548,1,1,0,0
2015-02-21,1,6,4475,547,1,0,0,0
2015-02-22,1,7,0,0,0,0,0,0
2015-02-23,1,1,3598,454,1,0,0,0
2015-02-24,1,2,4054,500,1,0,0,0
2015-02-25,1,3,3875,512,1,0,0,0
2015-02-26,1,4,4042,489,1,0,0,0
2015-02-27,1,5,4708,542,1,0,0,0
2015-02-28,1,6,5289,640,1,0,0,0
2015-03-01,1,7,0,0,0,0,0,0
2015-03-02,1,1,5942,669,1,1,0,0
2015-03-03,1,2,5451,576,1,1,0,0
2015-03-04,1,3,5568,597,1,1,0,0
2015-03-05,1,4,4419,534,1,1,0,0
2015-03-06,1,5,5397,579,1,1,0,0
2015-03-07,1,6,4592,570,1,0,0,0
2015-03-08,1,7,0,0,0,0,0,0
2015-03-09,1,1,3701,485,1,0,0,0
2015-03-10,1,2,3805,491,1,0,0,0
2015-03-11,1,3,4170,521,1,0,0,0
2015-03-12,1,4,3141,405,1,0,0,0
2015-03-13,1,5,3725,493,1,0,0,0
2015-03-14,1,6,5225,599,1,0,0,0
2015-03-15,1,7,0,0,0,0,0,0
2015-03-16,1,1,5695,605,1,1,0,0
2015-03-17,1,2,4806,555,1,1,0,0
2015-03-18,1,3,3858,504,1,1,0,0
2015-03-19,1,4,4748,535,1,1,0,0
2015-03-20,1,5,4057,472,1,1,0,0
2015-03-21,1,6,3909,506,1,0,0,0
2015-03-22,1,7,0,0,0,0,0,0
2015-03-23,1,1,3565,495,1,0,0,0
2015-03-24,1,2,3547,464,1,0,0,0
2015-03-25,1,3,3531,447,1,0,0,0
2015-03-26,1,4,3932,490,1,0,0,0
2015-03-27,1,5,4005,529,1,0,0,0
2015-03-28,1,6,5208,605,1,0,0,0
2015-03-29,1,7,0,0,0,0,0,0
2015-03-30,1,1,6714,697,1,1,0,1
2015-03-31,1,2,6206,589,1,1,0,1
2015-04-01,1,3,6816,707,1,1,0,1
2015-04-02,1,4,6574,722,1,1,0,1
2015-04-03,1,5,0,0,0,1,b,1
2015-04-04,1,6,6709,796,1,0,0,1
2015-04-05,1,7,0,0,0,0,0,1
2015-04-06,1,1,0,0,0,0,b,1
2015-04-07,1,2,4163,555,1,0,0,1
2015-04-08,1,3,4194,500,1,0,0,1
2015-04-09,1,4,3467,430,1,0,0,1
2015-04-10,1,5,3549,428,1,0,0,1
2015-04-11,1,6,4173,525,1,0,0,0
2015-04-12,1,7,0,0,0,0,0,0
2015-04-13,1,1,5377,574,1,1,0,0
2015-04-14,1,2,4648,535,1,1,0,0
2015-04-15,1,3,4110,501,1,1,0,0
2015-04-16,1,4,4116,480,1,1,0,0
2015-04-17,1,5,4718,511,1,1,0,0
2015-04-18,1,6,4594,544,1,0,0,0
2015-04-19,1,7,0,0,0,0,0,0
2015-04-20,1,1,3722,480,1,0,0,0
2015-04-21,1,2,3037,416,1,0,0,0
2015-04-22,1,3,3319,411,1,0,0,0
2015-04-23,1,4,3076,426,1,0,0,0
2015-04-24,1,5,3198,437,1,0,0,0
2015-04-25,1,6,4318,537,1,0,0,0
2015-04-26,1,7,0,0,0,0,0,0
2015-04-27,1,1,5575,574,1,1,0,0
2015-04-28,1,2,5199,552,1,1,0,0
2015-04-29,1,3,5775,579,1,1,0,0
2015-04-30,1,4,6228,650,1,1,0,0
2015-05-01,1,5,0,0,0,1,a,0
2015-05-02,1,6,5850,653,1,0,0,0
2015-05-03,1,7,0,0,0,0,0,0
2015-05-04,1,1,5591,589,1,1,0,0
2015-05-05,1,2,4564,514,1,1,0,0
2015-05-06,1,3,4960,536,1,1,0,0
2015-05-07,1,4,4529,491,1,1,0,0
2015-05-08,1,5,4683,536,1,1,0,0
2015-05-09,1,6,4945,596,1,0,0,0
2015-05-10,1,7,0,0,0,0,0,0
2015-05-11,1,1,3551,453,1,0,0,0
2015-05-12,1,2,3547,438,1,0,0,0
2015-05-13,1,3,3998,523,1,0,0,0
2015-05-14,1,4,0,0,0,0,a,0
2015-05-15,1,5,4178,523,1,0,0,0
2015-05-16,1,6,4431,505,1,0,0,0
2015-05-17,1,7,0,0,0,0,0,0
2015-05-18,1,1,5280,577,1,1,0,0
2015-05-19,1,2,5235,546,1,1,0,0
2015-05-20,1,3,4735,533,1,1,0,0
2015-05-21,1,4,3755,471,1,1,0,0
2015-05-22,1,5,4459,495,1,1,0,0
2015-05-23,1,6,4276,506,1,0,0,0
2015-05-24,1,7,0,0,0,0,0,0
2015-05-25,1,1,0,0,0,0,a,0
2015-05-26,1,2,4211,479,1,0,0,0
2015-05-27,1,3,4083,497,1,0,0,0
2015-05-28,1,4,4111,474,1,0,0,0
2015-05-29,1,5,4656,537,1,0,0,0
2015-05-30,1,6,5592,580,1,0,0,0
2015-05-31,1,7,0,0,0,0,0,0
2015-06-01,1,1,5774,607,1,1,0,0
2015-06-02,1,2,5450,590,1,1,0,0
2015-06-03,1,3,5809,616,1,1,0,0
2015-06-04,1,4,0,0,0,1,a,0
2015-06-05,1,5,5384,609,1,1,0,0
2015-06-06,1,6,4183,460,1,0,0,0
2015-06-07,1,7,0,0,0,0,0,0
2015-06-08,1,1,4071,502,1,0,0,0
2015-06-09,1,2,4102,485,1,0,0,0
2015-06-10,1,3,3591,453,1,0,0,0
2015-06-11,1,4,3627,442,1,0,0,0
2015-06-12,1,5,3695,422,1,0,0,0
2015-06-13,1,6,4256,502,1,0,0,0
2015-06-14,1,7,0,0,0,0,0,0
2015-06-15,1,1,5518,586,1,1,0,0
2015-06-16,1,2,4852,503,1,1,0,0
2015-06-17,1,3,4000,476,1,1,0,0
2015-06-18,1,4,4645,498,1,1,0,0
2015-06-19,1,5,4202,487,1,1,0,0
2015-06-20,1,6,4097,494,1,0,0,0
2015-06-21,1,7,0,0,0,0,0,0
2015-06-22,1,1,3846,489,1,0,0,0
2015-06-23,1,2,3762,447,1,0,0,0
2015-06-24,1,3,3346,414,1,0,0,0
2015-06-25,1,4,3533,433,1,0,0,0
2015-06-26,1,5,3317,420,1,0,0,0
2015-06-27,1,6,4019,463,1,0,0,0
2015-06-28,1,7,0,0,0,0,0,0
2015-06-29,1,1,5197,541,1,1,0,0
2015-06-30,1,2,5735,568,1,1,0,0
2015-07-01,1,3,5223,562,1,1,0,0
2015-07-02,1,4,5558,573,1,1,0,0
2015-07-03,1,5,4665,538,1,1,0,0
2015-07-04,1,6,4797,560,1,0,0,0
2015-07-05,1,7,0,0,0,0,0,0
2015-07-06,1,1,4359,540,1,0,0,0
2015-07-07,1,2,3650,485,1,0,0,0
2015-07-08,1,3,3797,485,1,0,0,0
2015-07-09,1,4,3897,480,1,0,0,0
2015-07-10,1,5,3808,449,1,0,0,0
2015-07-11,1,6,3530,441,1,0,0,0
2015-07-12,1,7,0,0,0,0,0,0
2015-07-13,1,1,5054,553,1,1,0,0
2015-07-14,1,2,5042,544,1,1,0,0
2015-07-15,1,3,4767,550,1,1,0,0
2015-07-16,1,4,4427,517,1,1,0,0
2015-07-17,1,5,4852,519,1,1,0,0
2015-07-18,1,6,4406,512,1,0,0,0
2015-07-19,1,7,0,0,0,0,0,0
2015-07-20,1,1,4395,526,1,0,0,0
2015-07-21,1,2,3558,469,1,0,0,0
2015-07-22,1,3,3464,463,1,0,0,0
2015-07-23,1,4,3769,503,1,0,0,0
2015-07-24,1,5,3706,459,1,0,0,0
2015-07-25,1,6,4364,500,1,0,0,0
2015-07-26,1,7,0,0,0,0,0,0
2015-07-27,1,1,6102,612,1,1,0,1
2015-07-28,1,2,5011,560,1,1,0,1
2015-07-29,1,3,4782,523,1,1,0,1
2015-07-30,1,4,5020,546,1,1,0,1
2015-07-31,1,5,5263,555,1,1,0,1
